Codice A Barre;Codice Articolo;Descrizione;Descrizione;Classe Logistica;Descrizione Articolo;Codice Marca;Codice Listino;Prezzo;colore;taglia;Quantita' Giacenza (um Magazzino);Tipo;MARCHIO
8056309777442;EFRW1617AC521;ABIGAIL;;;GIUBBINO DONNA FREEDOMDAY ABIGAIL Reversible;S22;EU2;74,000000;112;XS;0,0000;4;
8056309777459;EFRW1617AC521;ABIGAIL;;;GIUBBINO DONNA FREEDOMDAY ABIGAIL Reversible;S22;ITA;67,000000;112;XXL;0,0000;4;
8056309777558;EFRW1622AC179;BEVERLY;;;GIUBBINO DONNA FREEDOMDAY BEVERLY;S22;EU1;100,000000;000;XL;0,0000;4;
8056309777589;EFRW1622AC179;BEVERLY;;;GIUBBINO DONNA FREEDOMDAY BEVERLY;S22;ITA;87,000000;112;L;0,0000;4;
8056309777640;EFRW1622AC179;BEVERLY;;;GIUBBINO DONNA FREEDOMDAY BEVERLY;S22;ITA;87,000000;304;L;0,0000;4;
8056309777664;EFRW1622AC179;BEVERLY;;;GIUBBINO DONNA FREEDOMDAY BEVERLY;S22;EU1;100,000000;304;S;0,0000;4;
8056309777671;EFRW1622AC179;BEVERLY;;;GIUBBINO DONNA FREEDOMDAY BEVERLY;S22;EU2;96,000000;304;XL;0,0000;4;
8056309777718;EFRW1623AC121-ED;NADINE;ECO DOWN\IMBOTT. SINTETICA;ED;GIUBBINO DONNA FREEDOMDAY NADINE EcoDown;S22;EU2;91,500000;000;M;0,0000;4;
8056309777725;EFRW1623AC121-ED;NADINE;ECO DOWN\IMBOTT. SINTETICA;ED;GIUBBINO DONNA FREEDOMDAY NADINE EcoDown;S22;EU2;91,500000;000;S;0,0000;4;
8056309777725;EFRW1623AC121-ED;NADINE;ECO DOWN\IMBOTT. SINTETICA;ED;GIUBBINO DONNA FREEDOMDAY NADINE EcoDown;S22;ITA;83,000000;000;S;0,0000;4;
8056309777749;EFRW1623AC121-ED;NADINE;ECO DOWN\IMBOTT. SINTETICA;ED;GIUBBINO DONNA FREEDOMDAY NADINE EcoDown;S22;EU1;95,500000;000;XS;0,0000;4;
8056309777817;EFRW1623AC121-ED;NADINE;ECO DOWN\IMBOTT. SINTETICA;ED;GIUBBINO DONNA FREEDOMDAY NADINE EcoDown;S22;EU1;95,500000;058;XXL;0,0000;4;
8056309777848;EFRW1623AC121-ED;NADINE;ECO DOWN\IMBOTT. SINTETICA;ED;GIUBBINO DONNA FREEDOMDAY NADINE EcoDown;S22;EU1;95,500000;304;S;0,0000;4;
8056309777848;EFRW1623AC121-ED;NADINE;ECO DOWN\IMBOTT. SINTETICA;ED;GIUBBINO DONNA FREEDOMDAY NADINE EcoDown;S22;ITA;83,000000;304;S;0,0000;4;
8056309777916;EFRW1624AC121-ED;MAXIME;ECO DOWN\IMBOTT. SINTETICA;ED;GIUBBINO DONNA FREEDOMDAY MAXIME EcoDown;S22;ITA;83,000000;000;XL;0,0000;4;
8056309777930;EFRW1624AC121-ED;MAXIME;ECO DOWN\IMBOTT. SINTETICA;ED;GIUBBINO DONNA FREEDOMDAY MAXIME EcoDown;S22;EU1;95,500000;000;XXL;0,0000;4;
8056309778012;EFRW1624AC121-ED;MAXIME;ECO DOWN\IMBOTT. SINTETICA;ED;GIUBBINO DONNA FREEDOMDAY MAXIME EcoDown;S22;EU1;95,500000;304;M;0,0000;4;
8056309778036;EFRW1624AC121-ED;MAXIME;ECO DOWN\IMBOTT. SINTETICA;ED;GIUBBINO DONNA FREEDOMDAY MAXIME EcoDown;S22;ITA;83,000000;304;XL;0,0000;4;
8056309778043;EFRW1624AC121-ED;MAXIME;ECO DOWN\IMBOTT. SINTETICA;ED;GIUBBINO DONNA FREEDOMDAY MAXIME EcoDown;S22;EU1;95,500000;304;XS;0,0000;4;
8056309778074;EFRW1625AC212;FANCY;;;GIUBBINO DONNA FREEDOMDAY FANCY F.L.;S22;EU2;71,500000;000;M;1,0000;4;
8056309778081;EFRW1625AC212;FANCY;;;GIUBBINO DONNA FREEDOMDAY FANCY F.L.;S22;ITA;65,000000;000;S;1,0000;4;
8056309778142;EFRW1625AC212;FANCY;;;GIUBBINO DONNA FREEDOMDAY FANCY F.L.;S22;EU1;75,000000;219;S;1,0000;4;
8056309778180;EFRW1625AC212;FANCY;;;GIUBBINO DONNA FREEDOMDAY FANCY F.L.;S22;ITA;65,000000;304;L;0,0000;4;
8056309778227;EFRW1625AC212;FANCY;;;GIUBBINO DONNA FREEDOMDAY FANCY F.L.;S22;EU1;75,000000;304;XS;0,0000;4;
8056309778234;EFRW1625AC212;FANCY;;;GIUBBINO DONNA FREEDOMDAY FANCY F.L.;S22;ITA;65,000000;304;XXL;0,0000;4;
8056309778265;EFRW1626AC205;GEORGETTE;;;GIUBBINO DONNA FREEDOMDAY GEORGETTE F.L.;S22;EU2;71,500000;000;S;0,0000;4;
8056309778272;EFRW1626AC205;GEORGETTE;;;GIUBBINO DONNA FREEDOMDAY GEORGETTE F.L.;S22;EU2;71,500000;000;XL;0,0000;4;
8056309778296;EFRW1626AC205;GEORGETTE;;;GIUBBINO DONNA FREEDOMDAY GEORGETTE F.L.;S22;EU2;71,500000;000;XXL;0,0000;4;
8056309778302;EFRW1626AC205;GEORGETTE;;;GIUBBINO DONNA FREEDOMDAY GEORGETTE F.L.;S22;EU1;75,000000;058;L;0,0000;4;
8056309778319;EFRW1626AC205;GEORGETTE;;;GIUBBINO DONNA FREEDOMDAY GEORGETTE F.L.;S22;EU2;71,500000;058;M;0,0000;4;
8056309778326;EFRW1626AC205;GEORGETTE;;;GIUBBINO DONNA FREEDOMDAY GEORGETTE F.L.;S22;EU2;71,500000;058;S;1,0000;4;
8056309778340;EFRW1626AC205;GEORGETTE;;;GIUBBINO DONNA FREEDOMDAY GEORGETTE F.L.;S22;ITA;65,000000;058;XS;1,0000;4;
8056309778357;EFRW1626AC205;GEORGETTE;;;GIUBBINO DONNA FREEDOMDAY GEORGETTE F.L.;S22;ITA;65,000000;058;XXL;0,0000;4;
8056309778364;EFRW1626AC205;GEORGETTE;;;GIUBBINO DONNA FREEDOMDAY GEORGETTE F.L.;S22;EU1;75,000000;219;L;0,0000;4;
8056309778371;EFRW1626AC205;GEORGETTE;;;GIUBBINO DONNA FREEDOMDAY GEORGETTE F.L.;S22;EU1;75,000000;219;M;0,0000;4;
8056309778388;EFRW1626AC205;GEORGETTE;;;GIUBBINO DONNA FREEDOMDAY GEORGETTE F.L.;S22;EU1;75,000000;219;S;0,0000;4;
8056309778395;EFRW1626AC205;GEORGETTE;;;GIUBBINO DONNA FREEDOMDAY GEORGETTE F.L.;S22;EU2;71,500000;219;XL;1,0000;4;
8056309778456;EFRW1626AC205;GEORGETTE;;;GIUBBINO DONNA FREEDOMDAY GEORGETTE F.L.;S22;EU2;71,500000;304;XL;0,0000;4;
8056309778470;EFRW1626AC205;GEORGETTE;;;GIUBBINO DONNA FREEDOMDAY GEORGETTE F.L.;S22;ITA;65,000000;304;XXL;0,0000;4;
8056309778487;EFRW1635AC409;CORA;;;POLO DONNA FREEDOMDAY CORA;S22;ITA;25,000000;000;L;0,0000;4;
8056309778517;EFRW1635AC409;CORA;;;POLO DONNA FREEDOMDAY CORA;S22;EU2;27,500000;000;XL;0,0000;4;
8056309778524;EFRW1635AC409;CORA;;;POLO DONNA FREEDOMDAY CORA;S22;EU1;29,000000;000;XS;0,0000;4;
8056309778555;EFRW1635AC409;CORA;;;POLO DONNA FREEDOMDAY CORA;S22;EU2;27,500000;013;M;0,0000;4;
8056309777503;EFRW1617AC521;ABIGAIL;;;GIUBBINO DONNA FREEDOMDAY ABIGAIL Reversible;S22;EU1;77,000000;304;XS;1,0000;4;
8056309777527;EFRW1622AC179;BEVERLY;;;GIUBBINO DONNA FREEDOMDAY BEVERLY;S22;EU2;96,000000;000;L;0,0000;4;
8056309777565;EFRW1622AC179;BEVERLY;;;GIUBBINO DONNA FREEDOMDAY BEVERLY;S22;EU1;100,000000;000;XS;0,0000;4;
8056309777572;EFRW1622AC179;BEVERLY;;;GIUBBINO DONNA FREEDOMDAY BEVERLY;S22;EU1;100,000000;000;XXL;0,0000;4;
8056309777589;EFRW1622AC179;BEVERLY;;;GIUBBINO DONNA FREEDOMDAY BEVERLY;S22;EU2;96,000000;112;L;0,0000;4;
8056309777633;EFRW1622AC179;BEVERLY;;;GIUBBINO DONNA FREEDOMDAY BEVERLY;S22;ITA;87,000000;112;XXL;0,0000;4;
8056309777695;EFRW1622AC179;BEVERLY;;;GIUBBINO DONNA FREEDOMDAY BEVERLY;S22;EU2;96,000000;304;XXL;0,0000;4;
8056309777725;EFRW1623AC121-ED;NADINE;ECO DOWN\IMBOTT. SINTETICA;ED;GIUBBINO DONNA FREEDOMDAY NADINE EcoDown;S22;EU1;95,500000;000;S;0,0000;4;
8056309777749;EFRW1623AC121-ED;NADINE;ECO DOWN\IMBOTT. SINTETICA;ED;GIUBBINO DONNA FREEDOMDAY NADINE EcoDown;S22;EU2;91,500000;000;XS;0,0000;4;
8056309777794;EFRW1623AC121-ED;NADINE;ECO DOWN\IMBOTT. SINTETICA;ED;GIUBBINO DONNA FREEDOMDAY NADINE EcoDown;S22;ITA;83,000000;058;XL;0,0000;4;
8056309777817;EFRW1623AC121-ED;NADINE;ECO DOWN\IMBOTT. SINTETICA;ED;GIUBBINO DONNA FREEDOMDAY NADINE EcoDown;S22;ITA;83,000000;058;XXL;0,0000;4;
8056309777886;EFRW1624AC121-ED;MAXIME;ECO DOWN\IMBOTT. SINTETICA;ED;GIUBBINO DONNA FREEDOMDAY MAXIME EcoDown;S22;EU1;95,500000;000;L;0,0000;4;
8056309777916;EFRW1624AC121-ED;MAXIME;ECO DOWN\IMBOTT. SINTETICA;ED;GIUBBINO DONNA FREEDOMDAY MAXIME EcoDown;S22;EU1;95,500000;000;XL;0,0000;4;
8056309777923;EFRW1624AC121-ED;MAXIME;ECO DOWN\IMBOTT. SINTETICA;ED;GIUBBINO DONNA FREEDOMDAY MAXIME EcoDown;S22;EU1;95,500000;000;XS;0,0000;4;
8056309777930;EFRW1624AC121-ED;MAXIME;ECO DOWN\IMBOTT. SINTETICA;ED;GIUBBINO DONNA FREEDOMDAY MAXIME EcoDown;S22;ITA;83,000000;000;XXL;0,0000;4;
8056309777961;EFRW1624AC121-ED;MAXIME;ECO DOWN\IMBOTT. SINTETICA;ED;GIUBBINO DONNA FREEDOMDAY MAXIME EcoDown;S22;EU2;91,500000;058;S;0,0000;4;
8056309778012;EFRW1624AC121-ED;MAXIME;ECO DOWN\IMBOTT. SINTETICA;ED;GIUBBINO DONNA FREEDOMDAY MAXIME EcoDown;S22;ITA;83,000000;304;M;0,0000;4;
8056309778029;EFRW1624AC121-ED;MAXIME;ECO DOWN\IMBOTT. SINTETICA;ED;GIUBBINO DONNA FREEDOMDAY MAXIME EcoDown;S22;ITA;83,000000;304;S;0,0000;4;
8056309778043;EFRW1624AC121-ED;MAXIME;ECO DOWN\IMBOTT. SINTETICA;ED;GIUBBINO DONNA FREEDOMDAY MAXIME EcoDown;S22;ITA;83,000000;304;XS;0,0000;4;
8056309778074;EFRW1625AC212;FANCY;;;GIUBBINO DONNA FREEDOMDAY FANCY F.L.;S22;EU1;75,000000;000;M;1,0000;4;
8056309778081;EFRW1625AC212;FANCY;;;GIUBBINO DONNA FREEDOMDAY FANCY F.L.;S22;EU1;75,000000;000;S;1,0000;4;
8056309778081;EFRW1625AC212;FANCY;;;GIUBBINO DONNA FREEDOMDAY FANCY F.L.;S22;EU2;71,500000;000;S;1,0000;4;
8056309778128;EFRW1625AC212;FANCY;;;GIUBBINO DONNA FREEDOMDAY FANCY F.L.;S22;EU2;71,500000;219;L;2,0000;4;
8056309778135;EFRW1625AC212;FANCY;;;GIUBBINO DONNA FREEDOMDAY FANCY F.L.;S22;ITA;65,000000;219;M;1,0000;4;
8056309778227;EFRW1625AC212;FANCY;;;GIUBBINO DONNA FREEDOMDAY FANCY F.L.;S22;EU2;71,500000;304;XS;0,0000;4;
8056309778227;EFRW1625AC212;FANCY;;;GIUBBINO DONNA FREEDOMDAY FANCY F.L.;S22;ITA;65,000000;304;XS;0,0000;4;
8056309778258;EFRW1626AC205;GEORGETTE;;;GIUBBINO DONNA FREEDOMDAY GEORGETTE F.L.;S22;EU1;75,000000;000;M;0,0000;4;
8056309778258;EFRW1626AC205;GEORGETTE;;;GIUBBINO DONNA FREEDOMDAY GEORGETTE F.L.;S22;EU2;71,500000;000;M;0,0000;4;
8056309778272;EFRW1626AC205;GEORGETTE;;;GIUBBINO DONNA FREEDOMDAY GEORGETTE F.L.;S22;EU1;75,000000;000;XL;0,0000;4;
8056309778296;EFRW1626AC205;GEORGETTE;;;GIUBBINO DONNA FREEDOMDAY GEORGETTE F.L.;S22;EU1;75,000000;000;XXL;0,0000;4;
8056309778302;EFRW1626AC205;GEORGETTE;;;GIUBBINO DONNA FREEDOMDAY GEORGETTE F.L.;S22;EU2;71,500000;058;L;0,0000;4;
8056309778302;EFRW1626AC205;GEORGETTE;;;GIUBBINO DONNA FREEDOMDAY GEORGETTE F.L.;S22;ITA;65,000000;058;L;0,0000;4;
8056309778326;EFRW1626AC205;GEORGETTE;;;GIUBBINO DONNA FREEDOMDAY GEORGETTE F.L.;S22;EU1;75,000000;058;S;1,0000;4;
8056309778340;EFRW1626AC205;GEORGETTE;;;GIUBBINO DONNA FREEDOMDAY GEORGETTE F.L.;S22;EU1;75,000000;058;XS;1,0000;4;
8056309778364;EFRW1626AC205;GEORGETTE;;;GIUBBINO DONNA FREEDOMDAY GEORGETTE F.L.;S22;EU2;71,500000;219;L;0,0000;4;
8056309778364;EFRW1626AC205;GEORGETTE;;;GIUBBINO DONNA FREEDOMDAY GEORGETTE F.L.;S22;ITA;65,000000;219;L;0,0000;4;
8056309778388;EFRW1626AC205;GEORGETTE;;;GIUBBINO DONNA FREEDOMDAY GEORGETTE F.L.;S22;EU2;71,500000;219;S;0,0000;4;
8056309778388;EFRW1626AC205;GEORGETTE;;;GIUBBINO DONNA FREEDOMDAY GEORGETTE F.L.;S22;ITA;65,000000;219;S;0,0000;4;
8056309778456;EFRW1626AC205;GEORGETTE;;;GIUBBINO DONNA FREEDOMDAY GEORGETTE F.L.;S22;ITA;65,000000;304;XL;0,0000;4;
8056309778500;EFRW1635AC409;CORA;;;POLO DONNA FREEDOMDAY CORA;S22;EU1;29,000000;000;S;0,0000;4;
8056309778500;EFRW1635AC409;CORA;;;POLO DONNA FREEDOMDAY CORA;S22;EU2;27,500000;000;S;0,0000;4;
8056309778548;EFRW1635AC409;CORA;;;POLO DONNA FREEDOMDAY CORA;S22;EU1;29,000000;013;L;0,0000;4;
8056309778548;EFRW1635AC409;CORA;;;POLO DONNA FREEDOMDAY CORA;S22;EU2;27,500000;013;L;0,0000;4;
8056309778562;EFRW1635AC409;CORA;;;POLO DONNA FREEDOMDAY CORA;S22;ITA;25,000000;013;S;0,0000;4;
8056309778630;EFRW1635AC409;CORA;;;POLO DONNA FREEDOMDAY CORA;S22;EU2;27,500000;015;XL;0,0000;4;
8056309778647;EFRW1635AC409;CORA;;;POLO DONNA FREEDOMDAY CORA;S22;ITA;25,000000;015;XS;0,0000;4;
8056309778654;EFRW1635AC409;CORA;;;POLO DONNA FREEDOMDAY CORA;S22;EU2;27,500000;015;XXL;0,0000;4;
8056309778685;EFRW1635AC409;CORA;;;POLO DONNA FREEDOMDAY CORA;S22;EU1;29,000000;112;S;0,0000;4;
8056309781005;EFRW1643AC409;BECCA;;;POLO DONNA FREEDOMDAY BECCA;S22;ITA;25,000000;015;L;0,0000;4;
8056309781036;EFRW1643AC409;BECCA;;;POLO DONNA FREEDOMDAY BECCA;S22;EU1;29,000000;015;XL;0,0000;4;
8056309781036;EFRW1643AC409;BECCA;;;POLO DONNA FREEDOMDAY BECCA;S22;EU2;27,500000;015;XL;0,0000;4;
8056309781111;EFRW1643AC409;BECCA;;;POLO DONNA FREEDOMDAY BECCA;S22;ITA;25,000000;112;XXL;0,0000;4;
8056309781128;EFRW1643AC409;BECCA;;;POLO DONNA FREEDOMDAY BECCA;S22;ITA;25,000000;304;L;0,0000;4;
8056309781159;EFRW1643AC409;BECCA;;;POLO DONNA FREEDOMDAY BECCA;S22;EU1;29,000000;304;XL;0,0000;4;
8056309781159;EFRW1643AC409;BECCA;;;POLO DONNA FREEDOMDAY BECCA;S22;EU2;27,500000;304;XL;0,0000;4;
8056309781173;EFRW1643AC409;BECCA;;;POLO DONNA FREEDOMDAY BECCA;S22;EU1;29,000000;304;XXL;0,0000;4;
8056309781173;EFRW1643AC409;BECCA;;;POLO DONNA FREEDOMDAY BECCA;S22;EU2;27,500000;304;XXL;0,0000;4;
8056309781203;EFRW1644AC409;CANDICE;;;POLO DONNA FREEDOMDAY CANDICE;S22;EU1;29,000000;000;S;0,0000;4;
8056309781203;EFRW1644AC409;CANDICE;;;POLO DONNA FREEDOMDAY CANDICE;S22;EU2;27,500000;000;S;0,0000;4;
8056309781227;EFRW1644AC409;CANDICE;;;POLO DONNA FREEDOMDAY CANDICE;S22;ITA;25,000000;000;XS;0,0000;4;
8056309781234;EFRW1644AC409;CANDICE;;;POLO DONNA FREEDOMDAY CANDICE;S22;EU1;29,000000;000;XXL;0,0000;4;
8056309781234;EFRW1644AC409;CANDICE;;;POLO DONNA FREEDOMDAY CANDICE;S22;EU2;27,500000;000;XXL;0,0000;4;
8056309781241;EFRW1644AC409;CANDICE;;;POLO DONNA FREEDOMDAY CANDICE;S22;ITA;25,000000;013;L;0,0000;4;
8056309781265;EFRW1644AC409;CANDICE;;;POLO DONNA FREEDOMDAY CANDICE;S22;EU1;29,000000;013;S;0,0000;4;
8056309781265;EFRW1644AC409;CANDICE;;;POLO DONNA FREEDOMDAY CANDICE;S22;EU2;27,500000;013;S;0,0000;4;
8056309781272;EFRW1644AC409;CANDICE;;;POLO DONNA FREEDOMDAY CANDICE;S22;EU1;29,000000;013;XL;0,0000;4;
8056309781272;EFRW1644AC409;CANDICE;;;POLO DONNA FREEDOMDAY CANDICE;S22;EU2;27,500000;013;XL;0,0000;4;
8056309781296;EFRW1644AC409;CANDICE;;;POLO DONNA FREEDOMDAY CANDICE;S22;EU1;29,000000;013;XXL;0,0000;4;
8056309781296;EFRW1644AC409;CANDICE;;;POLO DONNA FREEDOMDAY CANDICE;S22;EU2;27,500000;013;XXL;0,0000;4;
8056309781319;EFRW1644AC409;CANDICE;;;POLO DONNA FREEDOMDAY CANDICE;S22;ITA;25,000000;015;M;0,0000;4;
8056309781326;EFRW1644AC409;CANDICE;;;POLO DONNA FREEDOMDAY CANDICE;S22;EU1;29,000000;015;S;0,0000;4;
8056309781456;EFRW1644AC409;CANDICE;;;POLO DONNA FREEDOMDAY CANDICE;S22;ITA;25,000000;304;XL;0,0000;4;
8056309781494;EFRW1645AC409;CALLIOPE;;;ABITO DONNA FREEDOMDAY CALLIOPE;S22;EU2;33,000000;000;M;0,0000;4;
8056309781500;EFRW1645AC409;CALLIOPE;;;ABITO DONNA FREEDOMDAY CALLIOPE;S22;EU2;33,000000;000;S;0,0000;4;
8056309781517;EFRW1645AC409;CALLIOPE;;;ABITO DONNA FREEDOMDAY CALLIOPE;S22;EU2;33,000000;000;XL;0,0000;4;
8056309781531;EFRW1645AC409;CALLIOPE;;;ABITO DONNA FREEDOMDAY CALLIOPE;S22;ITA;30,000000;000;XXL;0,0000;4;
8056309781548;EFRW1645AC409;CALLIOPE;;;ABITO DONNA FREEDOMDAY CALLIOPE;S22;EU2;33,000000;013;L;0,0000;4;
8056309781586;EFRW1645AC409;CALLIOPE;;;ABITO DONNA FREEDOMDAY CALLIOPE;S22;EU2;33,000000;013;XS;0,0000;4;
8056309781616;EFRW1645AC409;CALLIOPE;;;ABITO DONNA FREEDOMDAY CALLIOPE;S22;EU1;34,500000;015;M;0,0000;4;
8056309781623;EFRW1645AC409;CALLIOPE;;;ABITO DONNA FREEDOMDAY CALLIOPE;S22;ITA;30,000000;015;S;0,0000;4;
8056309781654;EFRW1645AC409;CALLIOPE;;;ABITO DONNA FREEDOMDAY CALLIOPE;S22;ITA;30,000000;015;XXL;0,0000;4;
8056309781715;EFRW1645AC409;CALLIOPE;;;ABITO DONNA FREEDOMDAY CALLIOPE;S22;EU1;34,500000;112;XXL;0,0000;4;
8056309781753;EFRW1645AC409;CALLIOPE;;;ABITO DONNA FREEDOMDAY CALLIOPE;S22;EU2;33,000000;304;XL;0,0000;4;
8056309781760;EFRW1645AC409;CALLIOPE;;;ABITO DONNA FREEDOMDAY CALLIOPE;S22;EU1;34,500000;304;XS;0,0000;4;
8056309781777;EFRW1645AC409;CALLIOPE;;;ABITO DONNA FREEDOMDAY CALLIOPE;S22;ITA;30,000000;304;XXL;0,0000;4;
8056309781791;EFRW1646AC409;CELESTE;;;POLO DONNA FREEDOMDAY CELESTE;S22;ITA;30,000000;000;M;0,0000;4;
8056309781807;EFRW1646AC409;CELESTE;;;POLO DONNA FREEDOMDAY CELESTE;S22;ITA;30,000000;000;S;0,0000;4;
8056309781845;EFRW1646AC409;CELESTE;;;POLO DONNA FREEDOMDAY CELESTE;S22;ITA;30,000000;013;L;0,0000;4;
8056309781869;EFRW1646AC409;CELESTE;;;POLO DONNA FREEDOMDAY CELESTE;S22;ITA;30,000000;013;S;0,0000;4;
8056309781890;EFRW1646AC409;CELESTE;;;POLO DONNA FREEDOMDAY CELESTE;S22;EU1;34,500000;013;XXL;0,0000;4;
8056309781913;EFRW1646AC409;CELESTE;;;POLO DONNA FREEDOMDAY CELESTE;S22;EU2;33,000000;015;M;0,0000;4;
8056309781944;EFRW1646AC409;CELESTE;;;POLO DONNA FREEDOMDAY CELESTE;S22;EU2;33,000000;015;XS;0,0000;4;
8056309781951;EFRW1646AC409;CELESTE;;;POLO DONNA FREEDOMDAY CELESTE;S22;EU1;34,500000;015;XXL;0,0000;4;
8056309781982;EFRW1646AC409;CELESTE;;;POLO DONNA FREEDOMDAY CELESTE;S22;EU1;34,500000;112;S;0,0000;4;
8056309782026;EFRW1646AC409;CELESTE;;;POLO DONNA FREEDOMDAY CELESTE;S22;EU2;33,000000;304;L;0,0000;4;
8056309782057;EFRW1646AC409;CELESTE;;;POLO DONNA FREEDOMDAY CELESTE;S22;EU2;33,000000;304;XL;0,0000;4;
8056309782064;EFRW1646AC409;CELESTE;;;POLO DONNA FREEDOMDAY CELESTE;S22;EU2;33,000000;304;XS;0,0000;4;
8056309782125;EFRW1647AC409;BLOSSOM;;;ABITO DONNA FREEDOMDAY BLOSSOM;S22;ITA;36,000000;000;XS;0,0000;4;
8056309782200;EFRW1647AC409;BLOSSOM;;;ABITO DONNA FREEDOMDAY BLOSSOM;S22;EU2;39,500000;015;L;0,0000;4;
8056309782200;EFRW1647AC409;BLOSSOM;;;ABITO DONNA FREEDOMDAY BLOSSOM;S22;ITA;36,000000;015;L;0,0000;4;
8056309782279;EFRW1647AC409;BLOSSOM;;;ABITO DONNA FREEDOMDAY BLOSSOM;S22;EU1;41,400000;112;M;0,0000;4;
8056309782316;EFRW1647AC409;BLOSSOM;;;ABITO DONNA FREEDOMDAY BLOSSOM;S22;ITA;36,000000;112;XXL;0,0000;4;
8056309780480;EFRW1641AC409;DELILAH;;;SHIRT DONNA FREEDOMDAY DELILAH;S22;EU2;39,500000;112;S;0,0000;4;
8056309780497;EFRW1641AC409;DELILAH;;;SHIRT DONNA FREEDOMDAY DELILAH;S22;EU2;39,500000;112;XL;0,0000;4;
8056309780497;EFRW1641AC409;DELILAH;;;SHIRT DONNA FREEDOMDAY DELILAH;S22;ITA;36,000000;112;XL;0,0000;4;
8056309780572;EFRW1641AC409;DELILAH;;;SHIRT DONNA FREEDOMDAY DELILAH;S22;EU1;41,500000;304;XXL;0,0000;4;
8056309780589;EFRW1642AC409;ELLEN;;;ABITO DONNA FREEDOMDAY ELLEN;S22;EU2;39,500000;000;L;0,0000;4;
8056309780626;EFRW1642AC409;ELLEN;;;ABITO DONNA FREEDOMDAY ELLEN;S22;EU1;41,500000;000;XS;0,0000;4;
8056309780640;EFRW1642AC409;ELLEN;;;ABITO DONNA FREEDOMDAY ELLEN;S22;EU2;39,500000;013;L;0,0000;4;
8056309780664;EFRW1642AC409;ELLEN;;;ABITO DONNA FREEDOMDAY ELLEN;S22;ITA;36,000000;013;S;0,0000;4;
8056309780701;EFRW1642AC409;ELLEN;;;ABITO DONNA FREEDOMDAY ELLEN;S22;EU2;39,500000;015;L;0,0000;4;
8056309780701;EFRW1642AC409;ELLEN;;;ABITO DONNA FREEDOMDAY ELLEN;S22;ITA;36,000000;015;L;0,0000;4;
8056309780718;EFRW1642AC409;ELLEN;;;ABITO DONNA FREEDOMDAY ELLEN;S22;EU2;39,500000;015;M;0,0000;4;
8056309780718;EFRW1642AC409;ELLEN;;;ABITO DONNA FREEDOMDAY ELLEN;S22;ITA;36,000000;015;M;0,0000;4;
8056309780725;EFRW1642AC409;ELLEN;;;ABITO DONNA FREEDOMDAY ELLEN;S22;EU1;41,500000;015;S;0,0000;4;
8056309780732;EFRW1642AC409;ELLEN;;;ABITO DONNA FREEDOMDAY ELLEN;S22;ITA;36,000000;015;XL;0,0000;4;
8056309780787;EFRW1642AC409;ELLEN;;;ABITO DONNA FREEDOMDAY ELLEN;S22;EU2;39,500000;112;S;0,0000;4;
8056309780794;EFRW1642AC409;ELLEN;;;ABITO DONNA FREEDOMDAY ELLEN;S22;ITA;36,000000;112;XL;0,0000;4;
8056309780817;EFRW1642AC409;ELLEN;;;ABITO DONNA FREEDOMDAY ELLEN;S22;ITA;36,000000;112;XXL;0,0000;4;
8056309780824;EFRW1642AC409;ELLEN;;;ABITO DONNA FREEDOMDAY ELLEN;S22;EU2;39,500000;304;L;0,0000;4;
8056309780862;EFRW1642AC409;ELLEN;;;ABITO DONNA FREEDOMDAY ELLEN;S22;EU1;41,500000;304;XS;0,0000;4;
8056309780879;EFRW1642AC409;ELLEN;;;ABITO DONNA FREEDOMDAY ELLEN;S22;ITA;36,000000;304;XXL;0,0000;4;
8056309780893;EFRW1643AC409;BECCA;;;POLO DONNA FREEDOMDAY BECCA;S22;EU1;29,000000;000;M;0,0000;4;
8056309780916;EFRW1643AC409;BECCA;;;POLO DONNA FREEDOMDAY BECCA;S22;ITA;25,000000;000;XL;0,0000;4;
8056309780978;EFRW1643AC409;BECCA;;;POLO DONNA FREEDOMDAY BECCA;S22;EU1;29,000000;013;XL;0,0000;4;
8056309781005;EFRW1643AC409;BECCA;;;POLO DONNA FREEDOMDAY BECCA;S22;EU2;27,500000;015;L;0,0000;4;
8056309781050;EFRW1643AC409;BECCA;;;POLO DONNA FREEDOMDAY BECCA;S22;EU2;27,500000;015;XXL;0,0000;4;
8056309781098;EFRW1643AC409;BECCA;;;POLO DONNA FREEDOMDAY BECCA;S22;ITA;25,000000;112;XL;0,0000;4;
8056309781111;EFRW1643AC409;BECCA;;;POLO DONNA FREEDOMDAY BECCA;S22;EU2;27,500000;112;XXL;0,0000;4;
8056309781166;EFRW1643AC409;BECCA;;;POLO DONNA FREEDOMDAY BECCA;S22;ITA;25,000000;304;XS;0,0000;4;
8056309781180;EFRW1644AC409;CANDICE;;;POLO DONNA FREEDOMDAY CANDICE;S22;EU2;27,500000;000;L;0,0000;4;
8056309781197;EFRW1644AC409;CANDICE;;;POLO DONNA FREEDOMDAY CANDICE;S22;EU2;27,500000;000;M;0,0000;4;
8056309781241;EFRW1644AC409;CANDICE;;;POLO DONNA FREEDOMDAY CANDICE;S22;EU1;29,000000;013;L;0,0000;4;
8056309781265;EFRW1644AC409;CANDICE;;;POLO DONNA FREEDOMDAY CANDICE;S22;ITA;25,000000;013;S;0,0000;4;
